"Evaluation","Journal","issnJournal","nameJournal","KnowledgeField","idKnowledgeField","nameKnowledgeField","yearEvaluation","yearIndex","Qualis","qualisIndex"
"Journal_1521-4184_KnowledgeField_19_YearEvaluation_2005_Qualis_B2","Journal_1521-4184","1521-4184","Archiv der Pharmazie","KnowledgeField_19",19,"FARMÁCIA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1521-4184_KnowledgeField_15_YearEvaluation_2005_Qualis_B1","Journal_1521-4184","1521-4184","Archiv der Pharmazie","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1521-4184_KnowledgeField_4_YearEvaluation_2005_Qualis_B3","Journal_1521-4184","1521-4184","Archiv der Pharmazie","KnowledgeField_4",4,"QUÍMICA","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0003-9136_KnowledgeField_998_YearEvaluation_2005_Qualis_B1","Journal_0003-9136","0003-9136","Archiv für Hydrobiologie","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0003-9136_KnowledgeField_45_YearEvaluation_2005_Qualis_A2","Journal_0003-9136","0003-9136","Archiv für Hydrobiologie","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1432-0665_KnowledgeField_45_YearEvaluation_2005_Qualis_B1","Journal_1432-0665","1432-0665","Archive for Mathematical Logic","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1432-0673_KnowledgeField_1_YearEvaluation_2005_Qualis_A1","Journal_1432-0673","1432-0673","Archive for Rational Mechanics and Analysis","KnowledgeField_1",1,"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_1432-0681_KnowledgeField_13_YearEvaluation_2005_Qualis_B1","Journal_1432-0681","1432-0681","Archive of Applied Mechanics","KnowledgeField_13",13,"ENGENHARIAS III","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0944-1921_KnowledgeField_998_YearEvaluation_2005_Qualis_B2","Journal_0944-1921","0944-1921","Archive of Fishery and Marine Research","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0944-1921_KnowledgeField_10_YearEvaluation_2005_Qualis_B4","Journal_0944-1921","0944-1921","Archive of Fishery and Marine Research","KnowledgeField_10",10,"ENGENHARIAS I","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0944-1921_KnowledgeField_45_YearEvaluation_2005_Qualis_B2","Journal_0944-1921","0944-1921","Archive of Fishery and Marine Research","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0929-693X_KnowledgeField_15_YearEvaluation_2005_Qualis_B2","Journal_0929-693X","0929-693X","Archives de Pédiatrie","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0003-9632_KnowledgeField_33_YearEvaluation_2005_Qualis_A2","Journal_0003-9632","0003-9632","Archives de Philosophie","KnowledgeField_33",33,"FILOSOFIA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1769-681X_KnowledgeField_33_YearEvaluation_2005_Qualis_A2","Journal_1769-681X","1769-681X","Archives de philosophie (Online)","KnowledgeField_33",33,"FILOSOFIA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1769-681X_KnowledgeField_22_YearEvaluation_2005_Qualis_B5","Journal_1769-681X","1769-681X","Archives de philosophie (Online)","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0003-9683_KnowledgeField_15_YearEvaluation_2005_Qualis_B2","Journal_0003-9683","0003-9683","Archives des Maladies du Coeur et des Vaisseaux","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0003-9810_KnowledgeField_5_YearEvaluation_2005_Qualis_B2","Journal_0003-9810","0003-9810","Archives Internationales d'Histoire des Sciences","KnowledgeField_5",5,"GEOCIÊNCIAS","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0137-5075_KnowledgeField_13_YearEvaluation_2005_Qualis_B3","Journal_0137-5075","0137-5075","Archives of Acoustics","KnowledgeField_13",13,"ENGENHARIAS III","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0148-5016_KnowledgeField_6_YearEvaluation_2005_Qualis_B3","Journal_0148-5016","0148-5016","Archives of Andrology","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0148-5016_KnowledgeField_8_YearEvaluation_2005_Qualis_B4","Journal_0148-5016","0148-5016","Archives of Andrology","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0148-5016_KnowledgeField_16_YearEvaluation_2005_Qualis_B2","Journal_0148-5016","0148-5016","Archives of Andrology","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1096-0384_KnowledgeField_48_YearEvaluation_2005_Qualis_B1","Journal_1096-0384","1096-0384","Archives of Biochemistry and Biophysics","KnowledgeField_48",48,"BIOTECNOLOGIA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1096-0384_KnowledgeField_8_YearEvaluation_2005_Qualis_B1","Journal_1096-0384","1096-0384","Archives of Biochemistry and Biophysics","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1096-0384_KnowledgeField_9_YearEvaluation_2005_Qualis_B1","Journal_1096-0384","1096-0384","Archives of Biochemistry and Biophysics","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1096-0384_KnowledgeField_19_YearEvaluation_2005_Qualis_A2","Journal_1096-0384","1096-0384","Archives of Biochemistry and Biophysics","KnowledgeField_19",19,"FARMÁCIA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1096-0384_KnowledgeField_15_YearEvaluation_2005_Qualis_A2","Journal_1096-0384","1096-0384","Archives of Biochemistry and Biophysics","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1096-0384_KnowledgeField_16_YearEvaluation_2005_Qualis_A2","Journal_1096-0384","1096-0384","Archives of Biochemistry and Biophysics","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0101-6083_KnowledgeField_31_YearEvaluation_2005_Qualis_B3","Journal_0101-6083","0101-6083","Archives of Clinical Psychiatry","KnowledgeField_31",31,"COMUNICAÇÃO E INFORMAÇÃO","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0101-6083_KnowledgeField_21_YearEvaluation_2005_Qualis_B2","Journal_0101-6083","0101-6083","Archives of Clinical Psychiatry","KnowledgeField_21",21,"EDUCAÇÃO FÍSICA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0101-6083_KnowledgeField_20_YearEvaluation_2005_Qualis_B2","Journal_0101-6083","0101-6083","Archives of Clinical Psychiatry","KnowledgeField_20",20,"ENFERMAGEM","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0101-6083_KnowledgeField_19_YearEvaluation_2005_Qualis_B4","Journal_0101-6083","0101-6083","Archives of Clinical Psychiatry","KnowledgeField_19",19,"FARMÁCIA","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0101-6083_KnowledgeField_33_YearEvaluation_2005_Qualis_B4","Journal_0101-6083","0101-6083","Archives of Clinical Psychiatry","KnowledgeField_33",33,"FILOSOFIA","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0101-6083_KnowledgeField_45_YearEvaluation_2005_Qualis_B1","Journal_0101-6083","0101-6083","Archives of Clinical Psychiatry","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0101-6083_KnowledgeField_15_YearEvaluation_2005_Qualis_B4","Journal_0101-6083","0101-6083","Archives of Clinical Psychiatry","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0101-6083_KnowledgeField_16_YearEvaluation_2005_Qualis_B4","Journal_0101-6083","0101-6083","Archives of Clinical Psychiatry","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0101-6083_KnowledgeField_17_YearEvaluation_2005_Qualis_B4","Journal_0101-6083","0101-6083","Archives of Clinical Psychiatry","KnowledgeField_17",17,"MEDICINA III","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0101-6083_KnowledgeField_22_YearEvaluation_2005_Qualis_B3","Journal_0101-6083","0101-6083","Archives of Clinical Psychiatry","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1134-3060_KnowledgeField_2_YearEvaluation_2005_Qualis_A2","Journal_1134-3060","1134-3060","Archives of Computational Methods in Engineering","KnowledgeField_2",2,"CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1134-3060_KnowledgeField_12_YearEvaluation_2005_Qualis_B1","Journal_1134-3060","1134-3060","Archives of Computational Methods in Engineering","KnowledgeField_12",12,"ENGENHARIAS II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0340-3696_KnowledgeField_8_YearEvaluation_2005_Qualis_B3","Journal_0340-3696","0340-3696","Archives of Dermatological Research","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0340-3696_KnowledgeField_9_YearEvaluation_2005_Qualis_B3","Journal_0340-3696","0340-3696","Archives of Dermatological Research","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0340-3696_KnowledgeField_15_YearEvaluation_2005_Qualis_B1","Journal_0340-3696","0340-3696","Archives of Dermatological Research","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0340-3696_KnowledgeField_16_YearEvaluation_2005_Qualis_B1","Journal_0340-3696","0340-3696","Archives of Dermatological Research","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0340-3696_KnowledgeField_18_YearEvaluation_2005_Qualis_B1","Journal_0340-3696","0340-3696","Archives of Dermatological Research","KnowledgeField_18",18,"ODONTOLOGIA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0003-987X_KnowledgeField_15_YearEvaluation_2005_Qualis_A2","Journal_0003-987X","0003-987X","Archives of Dermatology","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0003-987X_KnowledgeField_16_YearEvaluation_2005_Qualis_A2","Journal_0003-987X","0003-987X","Archives of Dermatology","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1468-2044_KnowledgeField_15_YearEvaluation_2005_Qualis_A2","Journal_1468-2044","1468-2044","Archives of Disease in Childhood","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1468-2044_KnowledgeField_16_YearEvaluation_2005_Qualis_A2","Journal_1468-2044","1468-2044","Archives of Disease in Childhood","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1468-2044_KnowledgeField_17_YearEvaluation_2005_Qualis_A2","Journal_1468-2044","1468-2044","Archives of Disease in Childhood","KnowledgeField_17",17,"MEDICINA III","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1468-2044_KnowledgeField_22_YearEvaluation_2005_Qualis_A2","Journal_1468-2044","1468-2044","Archives of Disease in Childhood","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0090-4341_KnowledgeField_48_YearEvaluation_2005_Qualis_B2","Journal_0090-4341","0090-4341","Archives of Environmental Contamination and Toxicology","KnowledgeField_48",48,"BIOTECNOLOGIA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0090-4341_KnowledgeField_42_YearEvaluation_2005_Qualis_A2","Journal_0090-4341","0090-4341","Archives of Environmental Contamination and Toxicology","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0090-4341_KnowledgeField_6_YearEvaluation_2005_Qualis_A2","Journal_0090-4341","0090-4341","Archives of Environmental Contamination and Toxicology","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0090-4341_KnowledgeField_8_YearEvaluation_2005_Qualis_B2","Journal_0090-4341","0090-4341","Archives of Environmental Contamination and Toxicology","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0090-4341_KnowledgeField_998_YearEvaluation_2005_Qualis_A2","Journal_0090-4341","0090-4341","Archives of Environmental Contamination and Toxicology","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0090-4341_KnowledgeField_12_YearEvaluation_2005_Qualis_A1","Journal_0090-4341","0090-4341","Archives of Environmental Contamination and Toxicology","KnowledgeField_12",12,"ENGENHARIAS II","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0090-4341_KnowledgeField_5_YearEvaluation_2005_Qualis_B1","Journal_0090-4341","0090-4341","Archives of Environmental Contamination and Toxicology","KnowledgeField_5",5,"GEOCIÊNCIAS","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0090-4341_KnowledgeField_45_YearEvaluation_2005_Qualis_A2","Journal_0090-4341","0090-4341","Archives of Environmental Contamination and Toxicology","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0090-4341_KnowledgeField_47_YearEvaluation_2005_Qualis_B2","Journal_0090-4341","0090-4341","Archives of Environmental Contamination and Toxicology","KnowledgeField_47",47,"MATERIAIS","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0090-4341_KnowledgeField_16_YearEvaluation_2005_Qualis_B1","Journal_0090-4341","0090-4341","Archives of Environmental Contamination and Toxicology","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0003-990X_KnowledgeField_6_YearEvaluation_2005_Qualis_A1","Journal_0003-990X","0003-990X","Archives of General Psychiatry","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0003-990X_KnowledgeField_8_YearEvaluation_2005_Qualis_A1","Journal_0003-990X","0003-990X","Archives of General Psychiatry","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0003-990X_KnowledgeField_16_YearEvaluation_2005_Qualis_A1","Journal_0003-990X","0003-990X","Archives of General Psychiatry","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0167-4943_KnowledgeField_21_YearEvaluation_2005_Qualis_B1","Journal_0167-4943","0167-4943","Archives of Gerontology and Geriatrics","KnowledgeField_21",21,"EDUCAÇÃO FÍSICA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0167-4943_KnowledgeField_15_YearEvaluation_2005_Qualis_B2","Journal_0167-4943","0167-4943","Archives of Gerontology and Geriatrics","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1432-0711_KnowledgeField_45_YearEvaluation_2005_Qualis_B1","Journal_1432-0711","1432-0711","Archives of Gynecology and Obstetrics","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1432-0711_KnowledgeField_15_YearEvaluation_2005_Qualis_B2","Journal_1432-0711","1432-0711","Archives of Gynecology and Obstetrics","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1432-0711_KnowledgeField_16_YearEvaluation_2005_Qualis_B2","Journal_1432-0711","1432-0711","Archives of Gynecology and Obstetrics","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1432-0711_KnowledgeField_17_YearEvaluation_2005_Qualis_B2","Journal_1432-0711","1432-0711","Archives of Gynecology and Obstetrics","KnowledgeField_17",17,"MEDICINA III","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1432-0711_KnowledgeField_22_YearEvaluation_2005_Qualis_B2","Journal_1432-0711","1432-0711","Archives of Gynecology and Obstetrics","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1542-6149_KnowledgeField_1_YearEvaluation_2005_Qualis_B4","Journal_1542-6149","1542-6149","Archives of Inequalities and Applications","KnowledgeField_1",1,"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1520-6327_KnowledgeField_48_YearEvaluation_2005_Qualis_B3","Journal_1520-6327","1520-6327","Archives of Insect Biochemistry and Physiology","KnowledgeField_48",48,"BIOTECNOLOGIA","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1520-6327_KnowledgeField_25_YearEvaluation_2005_Qualis_B1","Journal_1520-6327","1520-6327","Archives of Insect Biochemistry and Physiology","KnowledgeField_25",25,"CIÊNCIA DE ALIMENTOS","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1520-6327_KnowledgeField_8_YearEvaluation_2005_Qualis_B3","Journal_1520-6327","1520-6327","Archives of Insect Biochemistry and Physiology","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1520-6327_KnowledgeField_9_YearEvaluation_2005_Qualis_B3","Journal_1520-6327","1520-6327","Archives of Insect Biochemistry and Physiology","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1520-6327_KnowledgeField_998_YearEvaluation_2005_Qualis_B1","Journal_1520-6327","1520-6327","Archives of Insect Biochemistry and Physiology","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1520-6327_KnowledgeField_45_YearEvaluation_2005_Qualis_B1","Journal_1520-6327","1520-6327","Archives of Insect Biochemistry and Physiology","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0003-9926_KnowledgeField_16_YearEvaluation_2005_Qualis_A1","Journal_0003-9926","0003-9926","Archives of Internal Medicine","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0003-9926_KnowledgeField_22_YearEvaluation_2005_Qualis_A1","Journal_0003-9926","0003-9926","Archives of Internal Medicine","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0188-4409_KnowledgeField_6_YearEvaluation_2005_Qualis_B1","Journal_0188-4409","0188-4409","Archives of Medical Research","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0188-4409_KnowledgeField_8_YearEvaluation_2005_Qualis_B2","Journal_0188-4409","0188-4409","Archives of Medical Research","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0188-4409_KnowledgeField_9_YearEvaluation_2005_Qualis_B3","Journal_0188-4409","0188-4409","Archives of Medical Research","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0188-4409_KnowledgeField_15_YearEvaluation_2005_Qualis_B1","Journal_0188-4409","0188-4409","Archives of Medical Research","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0188-4409_KnowledgeField_16_YearEvaluation_2005_Qualis_B1","Journal_0188-4409","0188-4409","Archives of Medical Research","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0188-4409_KnowledgeField_18_YearEvaluation_2005_Qualis_B1","Journal_0188-4409","0188-4409","Archives of Medical Research","KnowledgeField_18",18,"ODONTOLOGIA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1432-072X_KnowledgeField_48_YearEvaluation_2005_Qualis_B2","Journal_1432-072X","1432-072X","Archives of Microbiology","KnowledgeField_48",48,"BIOTECNOLOGIA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1432-072X_KnowledgeField_42_YearEvaluation_2005_Qualis_A2","Journal_1432-072X","1432-072X","Archives of Microbiology","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1432-072X_KnowledgeField_6_YearEvaluation_2005_Qualis_B1","Journal_1432-072X","1432-072X","Archives of Microbiology","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1432-072X_KnowledgeField_8_YearEvaluation_2005_Qualis_B2","Journal_1432-072X","1432-072X","Archives of Microbiology","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1432-072X_KnowledgeField_9_YearEvaluation_2005_Qualis_B3","Journal_1432-072X","1432-072X","Archives of Microbiology","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1432-072X_KnowledgeField_12_YearEvaluation_2005_Qualis_B1","Journal_1432-072X","1432-072X","Archives of Microbiology","KnowledgeField_12",12,"ENGENHARIAS II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1432-072X_KnowledgeField_45_YearEvaluation_2005_Qualis_A2","Journal_1432-072X","1432-072X","Archives of Microbiology","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0003-9942_KnowledgeField_6_YearEvaluation_2005_Qualis_A1","Journal_0003-9942","0003-9942","Archives of Neurology","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0003-9942_KnowledgeField_9_YearEvaluation_2005_Qualis_A1","Journal_0003-9942","0003-9942","Archives of Neurology","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0003-9942_KnowledgeField_45_YearEvaluation_2005_Qualis_A1","Journal_0003-9942","0003-9942","Archives of Neurology","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0003-9942_KnowledgeField_15_YearEvaluation_2005_Qualis_A1","Journal_0003-9942","0003-9942","Archives of Neurology","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0003-9942_KnowledgeField_16_YearEvaluation_2005_Qualis_A1","Journal_0003-9942","0003-9942","Archives of Neurology","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0003-9950_KnowledgeField_15_YearEvaluation_2005_Qualis_A2","Journal_0003-9950","0003-9950","Archives of Ophthalmology","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0003-9950_KnowledgeField_16_YearEvaluation_2005_Qualis_A2","Journal_0003-9950","0003-9950","Archives of Ophthalmology","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0003-9969_KnowledgeField_6_YearEvaluation_2005_Qualis_B2","Journal_0003-9969","0003-9969","Archives of Oral Biology","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0003-9969_KnowledgeField_8_YearEvaluation_2005_Qualis_B2","Journal_0003-9969","0003-9969","Archives of Oral Biology","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0003-9969_KnowledgeField_12_YearEvaluation_2005_Qualis_B1","Journal_0003-9969","0003-9969","Archives of Oral Biology","KnowledgeField_12",12,"ENGENHARIAS II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0003-9969_KnowledgeField_19_YearEvaluation_2005_Qualis_B2","Journal_0003-9969","0003-9969","Archives of Oral Biology","KnowledgeField_19",19,"FARMÁCIA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0003-9969_KnowledgeField_45_YearEvaluation_2005_Qualis_A1","Journal_0003-9969","0003-9969","Archives of Oral Biology","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0003-9969_KnowledgeField_15_YearEvaluation_2005_Qualis_B1","Journal_0003-9969","0003-9969","Archives of Oral Biology","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0003-9969_KnowledgeField_16_YearEvaluation_2005_Qualis_B1","Journal_0003-9969","0003-9969","Archives of Oral Biology","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0003-9969_KnowledgeField_18_YearEvaluation_2005_Qualis_A2","Journal_0003-9969","0003-9969","Archives of Oral Biology","KnowledgeField_18",18,"ODONTOLOGIA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0003-9969_KnowledgeField_22_YearEvaluation_2005_Qualis_B1","Journal_0003-9969","0003-9969","Archives of Oral Biology","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0886-4470_KnowledgeField_6_YearEvaluation_2005_Qualis_B2","Journal_0886-4470","0886-4470","Archives of Otolaryngology - Head and Neck Surgery","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0886-4470_KnowledgeField_15_YearEvaluation_2005_Qualis_B1","Journal_0886-4470","0886-4470","Archives of Otolaryngology - Head and Neck Surgery","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0886-4470_KnowledgeField_16_YearEvaluation_2005_Qualis_B1","Journal_0886-4470","0886-4470","Archives of Otolaryngology - Head and Neck Surgery","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0886-4470_KnowledgeField_18_YearEvaluation_2005_Qualis_A2","Journal_0886-4470","0886-4470","Archives of Otolaryngology - Head and Neck Surgery","KnowledgeField_18",18,"ODONTOLOGIA","YearEvaluation_2005",2005,"Qualis_A2","A2"
